,Instance,Optimal Value,Implementation 1,Minimum Solution Cost 1,Average Solution Cost 1,Std Solution Cost 1,Average Runtime 1,Implementation 2,Minimum Solution Cost 2,Average Solution Cost 2,Std Solution Cost 2,Average Runtime 2,P-value
3571,A-n61-k9,1035,"2-opt, double-bridge",1260.10,1468.52,77.37,3.20,"2-opt, or-opt-3, double-bridge",1217.95,1318.67,65.25,2.57,0.00
3572,A-n62-k8,1290,"2-opt, double-bridge",1684.02,1912.44,102.45,2.93,"2-opt, or-opt-3, double-bridge",1504.24,1643.26,53.59,2.37,0.00
3573,A-n63-k10,1315,"2-opt, double-bridge",1606.47,1793.51,124.64,3.27,"2-opt, or-opt-3, double-bridge",1528.14,1632.03,64.48,2.65,0.00
3574,A-n63-k9,1634,"2-opt, double-bridge",1955.61,2151.22,116.84,3.17,"2-opt, or-opt-3, double-bridge",1880.85,1977.90,74.71,2.56,0.00
3575,A-n64-k9,1402,"2-opt, double-bridge",1835.44,1984.71,86.62,3.13,"2-opt, or-opt-3, double-bridge",1638.80,1758.65,69.01,2.52,0.00
3576,A-n65-k9,1177,"2-opt, double-bridge",1552.18,1721.02,105.83,3.20,"2-opt, or-opt-3, double-bridge",1399.77,1510.98,55.95,2.61,0.00
3577,A-n69-k9,1168,"2-opt, double-bridge",1511.01,1725.33,134.82,3.22,"2-opt, or-opt-3, double-bridge",1378.59,1511.14,68.37,2.59,0.00
3578,A-n80-k10,1764,"2-opt, double-bridge",2299.56,2561.49,138.02,3.41,"2-opt, or-opt-3, double-bridge",2123.86,2231.77,76.10,2.78,0.00
3579,B-n31-k5,672,"2-opt, double-bridge",715.37,755.39,37.45,2.29,"2-opt, or-opt-3, double-bridge",688.66,727.33,42.67,1.71,0.00
3580,B-n34-k5,788,"2-opt, double-bridge",906.17,1023.05,69.02,2.32,"2-opt, or-opt-3, double-bridge",826.41,925.16,69.20,1.74,0.00
3581,B-n35-k5,955,"2-opt, double-bridge",1072.22,1171.25,66.67,2.29,"2-opt, or-opt-3, double-bridge",975.91,1082.78,56.12,1.74,0.00
3582,B-n38-k6,805,"2-opt, double-bridge",857.70,952.48,56.11,2.46,"2-opt, or-opt-3, double-bridge",821.51,888.44,42.16,1.89,0.00
3583,B-n39-k5,549,"2-opt, double-bridge",685.59,830.55,71.30,2.36,"2-opt, or-opt-3, double-bridge",575.88,648.57,49.59,1.80,0.00
3584,B-n41-k6,829,"2-opt, double-bridge",944.73,1210.80,122.89,2.77,"2-opt, or-opt-3, double-bridge",875.71,1014.24,71.40,1.93,0.00
3585,B-n43-k6,742,"2-opt, double-bridge",852.15,955.63,64.99,2.63,"2-opt, or-opt-3, double-bridge",783.02,859.32,31.90,1.94,0.00
3586,B-n44-k7,909,"2-opt, double-bridge",1051.93,1186.88,60.45,2.96,"2-opt, or-opt-3, double-bridge",1021.19,1082.39,36.73,2.07,0.00
3587,B-n45-k5,751,"2-opt, double-bridge",897.24,1119.43,236.63,2.88,"2-opt, or-opt-3, double-bridge",817.17,909.08,63.00,1.95,0.00
3588,B-n45-k6,678,"2-opt, double-bridge",788.95,885.22,69.11,2.89,"2-opt, or-opt-3, double-bridge",752.36,828.69,75.33,2.06,0.00
3589,B-n50-k7,741,"2-opt, double-bridge",864.19,1036.96,84.62,2.97,"2-opt, or-opt-3, double-bridge",772.77,874.17,73.91,2.13,0.00
3590,B-n50-k8,1313,"2-opt, double-bridge",1460.40,1600.71,61.26,3.13,"2-opt, or-opt-3, double-bridge",1416.21,1499.92,64.62,2.20,0.00
3591,B-n51-k7,1032,"2-opt, double-bridge",1148.58,1358.78,146.44,3.18,"2-opt, or-opt-3, double-bridge",1095.24,1263.64,100.10,2.24,0.01
3592,B-n52-k7,747,"2-opt, double-bridge",913.63,1027.97,75.50,3.35,"2-opt, or-opt-3, double-bridge",797.51,905.23,76.69,2.17,0.00
3593,B-n56-k7,707,"2-opt, double-bridge",877.07,1019.36,93.25,3.14,"2-opt, or-opt-3, double-bridge",785.09,870.56,56.96,2.29,0.00
3594,B-n57-k7,1153,"2-opt, double-bridge",1388.54,1561.18,104.40,3.25,"2-opt, or-opt-3, double-bridge",1302.02,1439.74,101.87,2.38,0.00
3595,B-n57-k9,1598,"2-opt, double-bridge",1842.51,1954.14,69.14,3.34,"2-opt, or-opt-3, double-bridge",1724.87,1835.34,54.77,2.46,0.00
3596,B-n63-k10,1537,"2-opt, double-bridge",1842.68,2037.63,111.22,3.56,"2-opt, or-opt-3, double-bridge",1718.88,1810.30,75.69,2.72,0.00
3597,B-n64-k9,861,"2-opt, double-bridge",1048.97,1247.23,115.81,3.58,"2-opt, or-opt-3, double-bridge",949.48,1068.65,74.04,2.70,0.00
3598,B-n66-k9,1374,"2-opt, double-bridge",1576.86,1780.48,147.09,3.62,"2-opt, or-opt-3, double-bridge",1480.56,1636.18,84.01,2.65,0.00
3599,B-n67-k10,1033,"2-opt, double-bridge",1315.41,1495.41,94.18,3.69,"2-opt, or-opt-3, double-bridge",1154.68,1323.39,83.71,2.67,0.00
3600,B-n68-k9,1304,"2-opt, double-bridge",1532.74,1748.67,109.08,3.63,"2-opt, or-opt-3, double-bridge",1399.16,1560.06,76.46,2.61,0.00
3601,B-n78-k10,1266,"2-opt, double-bridge",1543.50,1811.95,173.55,3.57,"2-opt, or-opt-3, double-bridge",1405.15,1582.44,83.12,2.85,0.00
3602,P-n101-k4,681,"2-opt, double-bridge",1180.38,1328.80,55.44,3.34,"2-opt, or-opt-3, double-bridge",928.18,1031.41,51.14,2.61,0.00
3603,P-n16-k8,435,"2-opt, double-bridge",451.95,465.41,7.50,2.04,"2-opt, or-opt-3, double-bridge",454.40,466.82,6.36,1.68,0.43
3604,P-n19-k2,212,"2-opt, double-bridge",283.08,320.85,16.60,1.59,"2-opt, or-opt-3, double-bridge",229.87,262.75,20.43,1.11,0.00
3605, P-n20-k2,220,"2-opt, double-bridge",290.85,332.84,18.08,1.58,"2-opt, or-opt-3, double-bridge",245.27,268.54,15.51,1.13,0.00
3606,P-n21-k2,211,"2-opt, double-bridge",270.15,324.54,22.85,1.65,"2-opt, or-opt-3, double-bridge",226.04,254.95,15.64,1.17,0.00
3607,P-n22-k2,216,"2-opt, double-bridge",311.96,358.21,19.93,1.62,"2-opt, or-opt-3, double-bridge",226.82,264.87,18.02,1.19,0.00
3608,P-n22-k8,603,"2-opt, double-bridge",641.85,685.68,25.33,2.36,"2-opt, or-opt-3, double-bridge",612.43,680.34,29.29,1.95,0.60
3609,P-n23-k8,554,"2-opt, double-bridge",574.03,603.97,18.16,2.49,"2-opt, or-opt-3, double-bridge",564.19,612.07,16.57,2.00,0.28
3610,P-n40-k5.vrp,458,"2-opt, double-bridge",620.43,684.65,30.90,2.35,"2-opt, or-opt-3, double-bridge",509.76,569.14,29.61,1.81,0.00
3611,P-n45-k5,510,"2-opt, double-bridge",737.53,832.91,46.10,2.36,"2-opt, or-opt-3, double-bridge",590.65,661.33,42.76,1.84,0.00
3612,P-n50-k10,696,"2-opt, double-bridge",830.03,915.20,64.60,3.07,"2-opt, or-opt-3, double-bridge",780.10,834.45,35.12,2.52,0.00
3613, P-n50-k7,554,"2-opt, double-bridge",726.04,823.02,54.84,2.64,"2-opt, or-opt-3, double-bridge",637.90,689.57,29.71,2.11,0.00
3614,P-n50-k8,649,"2-opt, double-bridge",797.68,858.44,47.26,2.88,"2-opt, or-opt-3, double-bridge",703.95,747.94,21.55,2.36,0.00
3615,P-n51-k10,745,"2-opt, double-bridge",899.17,964.32,42.45,3.14,"2-opt, or-opt-3, double-bridge",843.61,900.75,37.94,2.60,0.00
3616,P-n55-k10,669,"2-opt, double-bridge",836.73,941.34,48.64,3.07,"2-opt, or-opt-3, double-bridge",769.65,830.42,30.87,2.57,0.00
3617,P-n55-k15,856,"2-opt, double-bridge",1090.63,1150.57,39.47,3.98,"2-opt, or-opt-3, double-bridge",1061.93,1113.66,33.20,3.40,0.00
3618,P-n55-k7,524,"2-opt, double-bridge",732.78,827.74,46.62,2.76,"2-opt, or-opt-3, double-bridge",659.85,703.55,24.29,2.24,0.00
3619,P-n55-k8,576,"2-opt, double-bridge",814.40,913.14,57.30,2.69,"2-opt, or-opt-3, double-bridge",661.49,736.84,39.65,2.19,0.00
3620,P-n60-k10,706,"2-opt, double-bridge",911.35,1059.89,80.59,3.16,"2-opt, or-opt-3, double-bridge",834.55,922.34,48.53,2.70,0.00
3621,P-n60-k15,905,"2-opt, double-bridge",1121.43,1203.58,46.01,3.86,"2-opt, or-opt-3, double-bridge",1084.66,1140.42,35.61,3.32,0.00
3622,P-n65-k10,792,"2-opt, double-bridge",1007.38,1139.33,64.30,3.24,"2-opt, or-opt-3, double-bridge",930.50,980.68,31.86,2.67,0.00
3623,P-n70-k10,834,"2-opt, double-bridge",1065.70,1181.07,49.37,3.37,"2-opt, or-opt-3, double-bridge",959.57,1023.37,32.02,2.87,0.00
3624,P-n76-k4,589,"2-opt, double-bridge",925.79,1342.13,155.61,2.78,"2-opt, or-opt-3, double-bridge",769.51,903.26,56.06,2.16,0.00
3625,P-n76-k5,631,"2-opt, double-bridge",934.24,1281.88,192.22,2.80,"2-opt, or-opt-3, double-bridge",823.76,943.56,65.66,2.22,0.00
3626,A-n32-k5,784,"2-opt, double-bridge",921.85,1085.83,129.48,2.60,"2-opt, reinsertion, swap-2-2",787.08,891.32,48.19,1.93,0.00
3627,A-n33-k5,661,"2-opt, double-bridge",858.56,934.47,48.62,2.50,"2-opt, reinsertion, swap-2-2",677.07,751.71,42.00,1.86,0.00
3628,A-n33-k6,742,"2-opt, double-bridge",840.44,999.55,68.43,2.43,"2-opt, reinsertion, swap-2-2",759.27,850.04,47.87,1.91,0.00
3629,A-n34-k5,778,"2-opt, double-bridge",972.02,1113.98,66.47,2.29,"2-opt, reinsertion, swap-2-2",800.51,870.15,39.69,1.82,0.00
3630,A-n36-k5,799,"2-opt, double-bridge",1004.70,1107.83,53.66,2.44,"2-opt, reinsertion, swap-2-2",839.72,901.83,35.33,1.87,0.00
3631,A-n37-k5,669,"2-opt, double-bridge",817.83,928.44,71.76,2.50,"2-opt, reinsertion, swap-2-2",717.57,780.03,44.19,1.88,0.00
3632,A-n37-k6,949,"2-opt, double-bridge",1083.57,1276.74,116.90,2.53,"2-opt, reinsertion, swap-2-2",1011.35,1085.35,47.46,2.06,0.00
3633,A-n38-k5,730,"2-opt, double-bridge",882.72,1052.26,132.42,2.45,"2-opt, reinsertion, swap-2-2",794.38,876.80,61.80,1.93,0.00
3634,A-n39-k5,822,"2-opt, double-bridge",1028.81,1232.62,132.15,2.37,"2-opt, reinsertion, swap-2-2",891.68,975.98,49.44,1.87,0.00
3635,A-n39-k6,831,"2-opt, double-bridge",1054.12,1158.73,58.14,2.44,"2-opt, reinsertion, swap-2-2",874.52,965.20,53.54,2.02,0.00
3636,A-n44-k6,937,"2-opt, double-bridge",1178.89,1379.78,125.66,2.50,"2-opt, reinsertion, swap-2-2",1010.99,1117.79,51.28,2.13,0.00
3637,A-n45-k6,944,"2-opt, double-bridge",1152.31,1331.38,117.42,2.62,"2-opt, reinsertion, swap-2-2",1012.81,1116.98,69.35,2.18,0.00
3638,A-n45-k7,1146,"2-opt, double-bridge",1396.35,1483.46,62.79,2.61,"2-opt, reinsertion, swap-2-2",1237.56,1308.20,41.01,2.16,0.00
3639,A-n46-k7,914,"2-opt, double-bridge",1143.93,1258.45,66.13,2.64,"2-opt, reinsertion, swap-2-2",1003.11,1072.34,53.42,2.18,0.00
3640,A-n48-k7,1073,"2-opt, double-bridge",1324.18,1505.44,88.47,2.62,"2-opt, reinsertion, swap-2-2",1166.40,1250.76,47.39,2.20,0.00
3641,A-n53-k7,1010,"2-opt, double-bridge",1298.17,1550.87,153.65,2.77,"2-opt, reinsertion, swap-2-2",1094.62,1205.75,68.32,2.37,0.00
3642,A-n54-k7,1167,"2-opt, double-bridge",1485.01,1670.74,150.06,2.79,"2-opt, reinsertion, swap-2-2",1266.23,1384.78,60.06,2.38,0.00
3643,A-n55-k9,1073,"2-opt, double-bridge",1341.31,1503.70,124.94,3.03,"2-opt, reinsertion, swap-2-2",1197.85,1293.89,59.08,2.60,0.00
3644,A-n60-k9,1408,"2-opt, double-bridge",1677.57,1868.70,135.16,3.03,"2-opt, reinsertion, swap-2-2",1492.29,1600.21,66.60,2.64,0.00
3645,A-n61-k9,1035,"2-opt, double-bridge",1260.10,1468.52,77.37,3.20,"2-opt, reinsertion, swap-2-2",1156.71,1257.86,45.33,2.74,0.00
3646,A-n62-k8,1290,"2-opt, double-bridge",1684.02,1912.44,102.45,2.93,"2-opt, reinsertion, swap-2-2",1445.14,1552.14,59.09,2.50,0.00
3647,A-n63-k10,1315,"2-opt, double-bridge",1606.47,1793.51,124.64,3.27,"2-opt, reinsertion, swap-2-2",1442.35,1566.01,49.76,2.82,0.00
3648,A-n63-k9,1634,"2-opt, double-bridge",1955.61,2151.22,116.84,3.17,"2-opt, reinsertion, swap-2-2",1771.14,1891.93,49.78,2.74,0.00
3649,A-n64-k9,1402,"2-opt, double-bridge",1835.44,1984.71,86.62,3.13,"2-opt, reinsertion, swap-2-2",1500.43,1652.97,61.94,2.72,0.00
3650,A-n65-k9,1177,"2-opt, double-bridge",1552.18,1721.02,105.83,3.20,"2-opt, reinsertion, swap-2-2",1318.05,1446.59,87.14,2.81,0.00
3651,A-n69-k9,1168,"2-opt, double-bridge",1511.01,1725.33,134.82,3.22,"2-opt, reinsertion, swap-2-2",1284.14,1418.28,66.63,2.81,0.00
3652,A-n80-k10,1764,"2-opt, double-bridge",2299.56,2561.49,138.02,3.41,"2-opt, reinsertion, swap-2-2",2044.19,2158.94,68.90,3.00,0.00
3653,B-n31-k5,672,"2-opt, double-bridge",715.37,755.39,37.45,2.29,"2-opt, reinsertion, swap-2-2",682.09,725.73,42.54,1.81,0.00
3654,B-n34-k5,788,"2-opt, double-bridge",906.17,1023.05,69.02,2.32,"2-opt, reinsertion, swap-2-2",798.31,888.91,50.47,1.86,0.00
3655,B-n35-k5,955,"2-opt, double-bridge",1072.22,1171.25,66.67,2.29,"2-opt, reinsertion, swap-2-2",961.21,1028.79,42.47,1.84,0.00
3656,B-n38-k6,805,"2-opt, double-bridge",857.70,952.48,56.11,2.46,"2-opt, reinsertion, swap-2-2",825.88,878.03,31.04,1.99,0.00
3657,B-n39-k5,549,"2-opt, double-bridge",685.59,830.55,71.30,2.36,"2-opt, reinsertion, swap-2-2",564.72,634.86,37.79,1.89,0.00
3658,B-n41-k6,829,"2-opt, double-bridge",944.73,1210.80,122.89,2.77,"2-opt, reinsertion, swap-2-2",868.68,980.97,63.38,2.05,0.00
3659,B-n43-k6,742,"2-opt, double-bridge",852.15,955.63,64.99,2.63,"2-opt, reinsertion, swap-2-2",751.32,821.58,31.08,2.06,0.00
3660,B-n44-k7,909,"2-opt, double-bridge",1051.93,1186.88,60.45,2.96,"2-opt, reinsertion, swap-2-2",937.49,1054.69,57.79,2.22,0.00
3661,B-n45-k5,751,"2-opt, double-bridge",897.24,1119.43,236.63,2.88,"2-opt, reinsertion, swap-2-2",783.10,878.40,60.90,2.05,0.00
3662,B-n45-k6,678,"2-opt, double-bridge",788.95,885.22,69.11,2.89,"2-opt, reinsertion, swap-2-2",732.86,793.43,46.79,2.22,0.00
3663,B-n50-k7,741,"2-opt, double-bridge",864.19,1036.96,84.62,2.97,"2-opt, reinsertion, swap-2-2",760.14,869.79,65.15,2.28,0.00
3664,B-n50-k8,1313,"2-opt, double-bridge",1460.40,1600.71,61.26,3.13,"2-opt, reinsertion, swap-2-2",1359.95,1436.33,64.13,2.38,0.00
3665,B-n51-k7,1032,"2-opt, double-bridge",1148.58,1358.78,146.44,3.18,"2-opt, reinsertion, swap-2-2",1067.44,1226.62,80.47,2.42,0.00
3666,B-n52-k7,747,"2-opt, double-bridge",913.63,1027.97,75.50,3.35,"2-opt, reinsertion, swap-2-2",757.97,864.77,64.30,2.31,0.00
3667,B-n56-k7,707,"2-opt, double-bridge",877.07,1019.36,93.25,3.14,"2-opt, reinsertion, swap-2-2",754.29,815.81,57.20,2.33,0.00
3668,B-n57-k7,1153,"2-opt, double-bridge",1388.54,1561.18,104.40,3.25,"2-opt, reinsertion, swap-2-2",1198.87,1369.97,96.14,2.46,0.00
3669,B-n57-k9,1598,"2-opt, double-bridge",1842.51,1954.14,69.14,3.34,"2-opt, reinsertion, swap-2-2",1691.45,1772.17,48.02,2.56,0.00
3670,B-n63-k10,1537,"2-opt, double-bridge",1842.68,2037.63,111.22,3.56,"2-opt, reinsertion, swap-2-2",1641.80,1787.91,76.14,2.81,0.00
3671,B-n64-k9,861,"2-opt, double-bridge",1048.97,1247.23,115.81,3.58,"2-opt, reinsertion, swap-2-2",921.01,1041.61,64.65,2.81,0.00
3672,B-n66-k9,1374,"2-opt, double-bridge",1576.86,1780.48,147.09,3.62,"2-opt, reinsertion, swap-2-2",1409.93,1548.00,83.08,2.80,0.00
3673,B-n67-k10,1033,"2-opt, double-bridge",1315.41,1495.41,94.18,3.69,"2-opt, reinsertion, swap-2-2",1131.99,1255.87,90.64,2.87,0.00
3674,B-n68-k9,1304,"2-opt, double-bridge",1532.74,1748.67,109.08,3.63,"2-opt, reinsertion, swap-2-2",1412.78,1501.54,52.87,2.75,0.00
3675,B-n78-k10,1266,"2-opt, double-bridge",1543.50,1811.95,173.55,3.57,"2-opt, reinsertion, swap-2-2",1411.63,1521.33,76.95,3.05,0.00
3676,P-n101-k4,681,"2-opt, double-bridge",1180.38,1328.80,55.44,3.34,"2-opt, reinsertion, swap-2-2",878.64,959.00,34.96,2.66,0.00
3677,P-n16-k8,435,"2-opt, double-bridge",451.95,465.41,7.50,2.04,"2-opt, reinsertion, swap-2-2",451.34,459.92,7.04,1.81,0.01
3678,P-n19-k2,212,"2-opt, double-bridge",283.08,320.85,16.60,1.59,"2-opt, reinsertion, swap-2-2",212.66,243.54,14.54,1.29,0.00
3679, P-n20-k2,220,"2-opt, double-bridge",290.85,332.84,18.08,1.58,"2-opt, reinsertion, swap-2-2",217.42,233.20,12.54,1.32,0.00
3680,P-n21-k2,211,"2-opt, double-bridge",270.15,324.54,22.85,1.65,"2-opt, reinsertion, swap-2-2",212.71,228.43,14.69,1.38,0.00
3681,P-n22-k2,216,"2-opt, double-bridge",311.96,358.21,19.93,1.62,"2-opt, reinsertion, swap-2-2",217.85,236.65,18.93,1.34,0.00
3682,P-n22-k8,603,"2-opt, double-bridge",641.85,685.68,25.33,2.36,"2-opt, reinsertion, swap-2-2",614.04,646.74,20.82,2.09,0.00
3683,P-n23-k8,554,"2-opt, double-bridge",574.03,603.97,18.16,2.49,"2-opt, reinsertion, swap-2-2",544.04,581.78,23.72,2.15,0.00
3684,P-n40-k5.vrp,458,"2-opt, double-bridge",620.43,684.65,30.90,2.35,"2-opt, reinsertion, swap-2-2",479.90,536.23,27.33,1.91,0.00
3685,P-n45-k5,510,"2-opt, double-bridge",737.53,832.91,46.10,2.36,"2-opt, reinsertion, swap-2-2",542.29,595.05,32.20,1.94,0.00
3686,P-n50-k10,696,"2-opt, double-bridge",830.03,915.20,64.60,3.07,"2-opt, reinsertion, swap-2-2",762.64,801.21,21.03,2.70,0.00
3687, P-n50-k7,554,"2-opt, double-bridge",726.04,823.02,54.84,2.64,"2-opt, reinsertion, swap-2-2",592.33,641.33,30.55,2.24,0.00
3688,P-n50-k8,649,"2-opt, double-bridge",797.68,858.44,47.26,2.88,"2-opt, reinsertion, swap-2-2",666.50,715.14,27.64,2.49,0.00
3689,P-n51-k10,745,"2-opt, double-bridge",899.17,964.32,42.45,3.14,"2-opt, reinsertion, swap-2-2",809.48,863.13,29.35,2.77,0.00
3690,P-n55-k10,669,"2-opt, double-bridge",836.73,941.34,48.64,3.07,"2-opt, reinsertion, swap-2-2",740.18,802.53,32.76,2.67,0.00
3691,P-n55-k15,856,"2-opt, double-bridge",1090.63,1150.57,39.47,3.98,"2-opt, reinsertion, swap-2-2",998.32,1054.62,26.65,3.67,0.00
3692,P-n55-k7,524,"2-opt, double-bridge",732.78,827.74,46.62,2.76,"2-opt, reinsertion, swap-2-2",606.53,655.74,24.69,2.34,0.00
3693,P-n55-k8,576,"2-opt, double-bridge",814.40,913.14,57.30,2.69,"2-opt, reinsertion, swap-2-2",622.00,680.62,30.09,2.32,0.00
3694,P-n60-k10,706,"2-opt, double-bridge",911.35,1059.89,80.59,3.16,"2-opt, reinsertion, swap-2-2",819.67,881.06,45.59,2.83,0.00
3695,P-n60-k15,905,"2-opt, double-bridge",1121.43,1203.58,46.01,3.86,"2-opt, reinsertion, swap-2-2",1064.22,1107.51,28.07,3.57,0.00
3696,P-n65-k10,792,"2-opt, double-bridge",1007.38,1139.33,64.30,3.24,"2-opt, reinsertion, swap-2-2",885.42,933.30,24.37,2.85,0.00
3697,P-n70-k10,834,"2-opt, double-bridge",1065.70,1181.07,49.37,3.37,"2-opt, reinsertion, swap-2-2",905.01,971.99,37.37,2.98,0.00
3698,P-n76-k4,589,"2-opt, double-bridge",925.79,1342.13,155.61,2.78,"2-opt, reinsertion, swap-2-2",694.21,809.79,56.62,2.28,0.00
3699,P-n76-k5,631,"2-opt, double-bridge",934.24,1281.88,192.22,2.80,"2-opt, reinsertion, swap-2-2",759.72,853.16,60.75,2.36,0.00
3700,A-n32-k5,784,"2-opt, double-bridge",921.85,1085.83,129.48,2.60,"swap-2-1, reinsertion, swap-2-2",827.38,904.91,46.04,2.59,0.00
3701,A-n33-k5,661,"2-opt, double-bridge",858.56,934.47,48.62,2.50,"swap-2-1, reinsertion, swap-2-2",674.12,762.02,39.20,2.63,0.00
3702,A-n33-k6,742,"2-opt, double-bridge",840.44,999.55,68.43,2.43,"swap-2-1, reinsertion, swap-2-2",752.48,852.97,41.01,2.83,0.00
3703,A-n34-k5,778,"2-opt, double-bridge",972.02,1113.98,66.47,2.29,"swap-2-1, reinsertion, swap-2-2",799.35,883.02,51.50,2.58,0.00
3704,A-n36-k5,799,"2-opt, double-bridge",1004.70,1107.83,53.66,2.44,"swap-2-1, reinsertion, swap-2-2",840.42,924.04,41.12,2.62,0.00
3705,A-n37-k5,669,"2-opt, double-bridge",817.83,928.44,71.76,2.50,"swap-2-1, reinsertion, swap-2-2",740.20,806.07,42.06,2.68,0.00
3706,A-n37-k6,949,"2-opt, double-bridge",1083.57,1276.74,116.90,2.53,"swap-2-1, reinsertion, swap-2-2",1010.61,1092.83,50.55,2.79,0.00
3707,A-n38-k5,730,"2-opt, double-bridge",882.72,1052.26,132.42,2.45,"swap-2-1, reinsertion, swap-2-2",780.57,869.05,41.45,2.85,0.00
3708,A-n39-k5,822,"2-opt, double-bridge",1028.81,1232.62,132.15,2.37,"swap-2-1, reinsertion, swap-2-2",867.59,962.01,41.86,2.70,0.00
3709,A-n39-k6,831,"2-opt, double-bridge",1054.12,1158.73,58.14,2.44,"swap-2-1, reinsertion, swap-2-2",857.83,972.83,56.28,2.88,0.00
3710,A-n44-k6,937,"2-opt, double-bridge",1178.89,1379.78,125.66,2.50,"swap-2-1, reinsertion, swap-2-2",1031.08,1113.14,46.75,2.99,0.00
3711,A-n45-k6,944,"2-opt, double-bridge",1152.31,1331.38,117.42,2.62,"swap-2-1, reinsertion, swap-2-2",1055.35,1127.31,49.71,3.12,0.00
3712,A-n45-k7,1146,"2-opt, double-bridge",1396.35,1483.46,62.79,2.61,"swap-2-1, reinsertion, swap-2-2",1210.34,1305.55,40.43,3.04,0.00
3713,A-n46-k7,914,"2-opt, double-bridge",1143.93,1258.45,66.13,2.64,"swap-2-1, reinsertion, swap-2-2",1016.65,1095.15,43.19,3.22,0.00
3714,A-n48-k7,1073,"2-opt, double-bridge",1324.18,1505.44,88.47,2.62,"swap-2-1, reinsertion, swap-2-2",1198.61,1287.08,45.85,3.10,0.00
3715,A-n53-k7,1010,"2-opt, double-bridge",1298.17,1550.87,153.65,2.77,"swap-2-1, reinsertion, swap-2-2",1138.97,1257.07,56.27,3.34,0.00
3716,A-n54-k7,1167,"2-opt, double-bridge",1485.01,1670.74,150.06,2.79,"swap-2-1, reinsertion, swap-2-2",1359.79,1428.46,51.04,3.40,0.00
3717,A-n55-k9,1073,"2-opt, double-bridge",1341.31,1503.70,124.94,3.03,"swap-2-1, reinsertion, swap-2-2",1154.90,1306.89,72.37,3.77,0.00
3718,A-n60-k9,1408,"2-opt, double-bridge",1677.57,1868.70,135.16,3.03,"swap-2-1, reinsertion, swap-2-2",1463.30,1639.55,64.10,3.80,0.00
3719,A-n61-k9,1035,"2-opt, double-bridge",1260.10,1468.52,77.37,3.20,"swap-2-1, reinsertion, swap-2-2",1173.01,1294.96,54.53,3.93,0.00
3720,A-n62-k8,1290,"2-opt, double-bridge",1684.02,1912.44,102.45,2.93,"swap-2-1, reinsertion, swap-2-2",1435.11,1600.19,54.86,3.60,0.00
3721,A-n63-k10,1315,"2-opt, double-bridge",1606.47,1793.51,124.64,3.27,"swap-2-1, reinsertion, swap-2-2",1505.18,1644.05,82.76,4.20,0.00
3722,A-n63-k9,1634,"2-opt, double-bridge",1955.61,2151.22,116.84,3.17,"swap-2-1, reinsertion, swap-2-2",1849.17,1931.42,46.82,4.51,0.00
3723,A-n64-k9,1402,"2-opt, double-bridge",1835.44,1984.71,86.62,3.13,"swap-2-1, reinsertion, swap-2-2",1598.42,1729.34,62.06,4.14,0.00
3724,A-n65-k9,1177,"2-opt, double-bridge",1552.18,1721.02,105.83,3.20,"swap-2-1, reinsertion, swap-2-2",1396.51,1518.25,60.83,4.26,0.00
3725,A-n69-k9,1168,"2-opt, double-bridge",1511.01,1725.33,134.82,3.22,"swap-2-1, reinsertion, swap-2-2",1394.24,1504.36,71.68,4.26,0.00
3726,A-n80-k10,1764,"2-opt, double-bridge",2299.56,2561.49,138.02,3.41,"swap-2-1, reinsertion, swap-2-2",2111.99,2261.48,69.27,4.66,0.00
3727,B-n31-k5,672,"2-opt, double-bridge",715.37,755.39,37.45,2.29,"swap-2-1, reinsertion, swap-2-2",687.37,715.78,26.16,2.73,0.00
3728,B-n34-k5,788,"2-opt, double-bridge",906.17,1023.05,69.02,2.32,"swap-2-1, reinsertion, swap-2-2",838.90,914.57,63.72,2.85,0.00
3729,B-n35-k5,955,"2-opt, double-bridge",1072.22,1171.25,66.67,2.29,"swap-2-1, reinsertion, swap-2-2",963.28,1073.99,60.66,2.64,0.00
3730,B-n38-k6,805,"2-opt, double-bridge",857.70,952.48,56.11,2.46,"swap-2-1, reinsertion, swap-2-2",824.11,870.47,36.52,3.08,0.00
3731,B-n39-k5,549,"2-opt, double-bridge",685.59,830.55,71.30,2.36,"swap-2-1, reinsertion, swap-2-2",585.91,668.12,53.99,2.85,0.00
3732,B-n41-k6,829,"2-opt, double-bridge",944.73,1210.80,122.89,2.77,"swap-2-1, reinsertion, swap-2-2",887.86,972.82,55.56,3.07,0.00
3733,B-n43-k6,742,"2-opt, double-bridge",852.15,955.63,64.99,2.63,"swap-2-1, reinsertion, swap-2-2",782.12,846.60,41.46,3.00,0.00
3734,B-n44-k7,909,"2-opt, double-bridge",1051.93,1186.88,60.45,2.96,"swap-2-1, reinsertion, swap-2-2",981.71,1072.06,59.43,3.35,0.00
3735,B-n45-k5,751,"2-opt, double-bridge",897.24,1119.43,236.63,2.88,"swap-2-1, reinsertion, swap-2-2",789.76,892.07,58.74,3.17,0.00
3736,B-n45-k6,678,"2-opt, double-bridge",788.95,885.22,69.11,2.89,"swap-2-1, reinsertion, swap-2-2",758.54,810.79,35.84,3.39,0.00
3737,B-n50-k7,741,"2-opt, double-bridge",864.19,1036.96,84.62,2.97,"swap-2-1, reinsertion, swap-2-2",810.24,909.21,62.49,3.36,0.00
